TransactionID,CustomerID,TransactionDate,ProductID,Amount,StoreID,PaymentMethod
TXN00001101,CUST000197,2024-11-09 21:32:01,PROD0034,362.25,STORE007,DEBIT
TXN00001102,CUST000197,2024-11-02 06:24:41,PROD0066,173.17,STORE016,CASH
TXN00001103,CUST000197,2024-10-22 05:37:09,PROD0077,170.18,STORE009,MOBILE
TXN00001104,CUST000197,2024-12-31 05:30:16,PROD0093,142.95,STORE003,CREDIT
TXN00001105,CUST000198,2025-02-11 17:02:57,PROD0077,134.22,STORE012,MOBILE
TXN00001106,CUST000198,2024-07-02 13:08:11,PROD0077,65.17,STORE018,CASH
TXN00001107,CUST000198,2024-09-18 08:17:55,PROD0055,489.93,STORE016,CASH
TXN00001108,CUST000198,2025-04-14 20:49:12,PROD0076,186.33,STORE011,CASH
TXN00001109,CUST000198,2025-03-01 07:13:32,PROD0079,406.53,STORE009,DEBIT
TXN00001110,CUST000198,2024-09-30 15:07:44,PROD0030,207.34,STORE003,CREDIT
TXN00001111,CUST000198,2025-03-20 16:50:25,PROD0092,420.27,STORE011,MOBILE
TXN00001112,CUST000198,2025-02-03 04:04:59,PROD0049,373.71,STORE019,DEBIT
TXN00001113,CUST000198,2024-06-14 17:44:05,PROD0069,497.95,STORE011,DEBIT
TXN00001114,CUST000199,2024-08-26 17:55:11,PROD0093,241.48,STORE013,MOBILE
TXN00001115,CUST000199,2024-07-14 20:43:04,PROD0004,418.15,STORE001,CREDIT
TXN00001116,CUST000200,2024-11-25 13:22:05,PROD0090,160.34,STORE007,DEBIT
TXN00001117,CUST000200,2025-01-05 08:49:58,PROD0036,310.87,STORE009,MOBILE
TXN00001118,CUST000200,2024-12-16 23:50:22,PROD0087,146.48,STORE006,DEBIT
TXN00001119,CUST000200,2025-03-04 21:46:11,PROD0067,296.73,STORE005,DEBIT
TXN00001120,CUST000200,2025-02-12 22:31:10,PROD0055,260.26,STORE007,DEBIT
TXN00001121,CUST000200,2024-07-18 13:27:04,PROD0098,98.49,STORE006,MOBILE
TXN00001122,CUST000200,2024-09-17 23:04:41,PROD0021,401.9,STORE003,CREDIT
TXN00001123,CUST000200,2024-08-30 19:56:08,PROD0083,293.75,STORE017,MOBILE
TXN00001124,CUST000201,2024-10-11 08:06:34,PROD0064,225.46,STORE016,MOBILE
TXN00001125,CUST000201,2025-01-17 07:40:46,PROD0064,183.34,STORE012,CREDIT
TXN00001126,CUST000201,2024-12-12 04:13:11,PROD0007,389.67,STORE013,CREDIT
TXN00001127,CUST000201,2024-07-25 00:25:59,PROD0019,95.14,STORE019,DEBIT
TXN00001128,CUST000201,2025-02-19 22:03:46,PROD0095,55.15,STORE001,DEBIT
TXN00001129,CUST000201,2025-01-27 22:32:35,PROD0007,109.57,STORE005,MOBILE
TXN00001130,CUST000201,2025-04-04 11:46:14,PROD0006,198.72,STORE015,CASH
TXN00001131,CUST000201,2024-07-15 20:20:07,PROD0059,218.89,STORE008,DEBIT
TXN00001132,CUST000201,2025-04-26 13:03:21,PROD0047,147.68,STORE005,MOBILE
TXN00001133,CUST000202,2024-06-21 16:15:03,PROD0038,158.6,STORE020,DEBIT
TXN00001134,CUST000203,2024-09-07 06:25:09,PROD0024,480.84,STORE015,CREDIT
TXN00001135,CUST000203,2025-03-29 02:38:11,PROD0080,490.13,STORE006,CREDIT
TXN00001136,CUST000203,2024-07-05 12:30:14,PROD0070,303.67,STORE002,DEBIT
TXN00001137,CUST000203,2024-08-21 09:27:02,PROD0042,137.06,STORE016,DEBIT
TXN00001138,CUST000203,2024-06-19 22:51:31,PROD0080,299.98,STORE018,CASH
TXN00001139,CUST000203,2024-05-20 14:11:37,PROD0078,391.6,STORE003,MOBILE
TXN00001140,CUST000203,2024-09-13 15:31:08,PROD0027,347.89,STORE011,CREDIT
TXN00001141,CUST000204,2024-08-30 21:16:56,PROD0034,100.47,STORE019,CASH
TXN00001142,CUST000204,2024-11-20 14:02:58,PROD0081,85.24,STORE009,DEBIT
TXN00001143,CUST000204,2024-10-26 22:49:45,PROD0023,199.97,STORE020,CASH
TXN00001144,CUST000204,2025-05-03 06:42:14,PROD0093,216.41,STORE018,MOBILE
TXN00001145,CUST000204,2024-06-30 18:57:13,PROD0040,428.32,STORE017,CASH
TXN00001146,CUST000205,2025-01-20 14:33:49,PROD0005,389.92,STORE015,MOBILE
TXN00001147,CUST000205,2024-09-20 15:46:54,PROD0051,211.92,STORE002,DEBIT
TXN00001148,CUST000205,2024-10-22 01:13:50,PROD0035,427.02,STORE020,CREDIT
TXN00001149,CUST000206,2024-09-17 23:23:45,PROD0089,416.08,STORE007,CREDIT
TXN00001150,CUST000206,2024-08-08 03:46:49,PROD0097,294.39,STORE014,DEBIT
TXN00001151,CUST000206,2025-01-12 04:44:37,PROD0080,157.01,STORE014,CREDIT
TXN00001152,CUST000206,2024-11-10 19:45:19,PROD0059,266.74,STORE011,MOBILE
TXN00001153,CUST000206,2024-06-03 02:22:27,PROD0048,488.99,STORE013,CREDIT
TXN00001154,CUST000206,2024-09-10 08:11:50,PROD0030,364.89,STORE001,CASH
TXN00001155,CUST000206,2024-10-27 16:14:34,PROD0067,203.8,STORE016,DEBIT
TXN00001156,CUST000206,2025-01-23 07:44:51,PROD0071,200.09,STORE010,CREDIT
TXN00001157,CUST000206,2025-02-21 02:12:09,PROD0003,299.71,STORE012,CREDIT
TXN00001158,CUST000206,2025-03-26 07:47:52,PROD0025,206.05,STORE011,MOBILE
TXN00001159,CUST000207,2024-09-11 20:44:15,PROD0041,379.96,STORE002,CREDIT
TXN00001160,CUST000207,2024-07-18 12:52:48,PROD0001,172.77,STORE019,DEBIT
TXN00001161,CUST000207,2024-06-09 14:50:14,PROD0027,309.21,STORE017,MOBILE
TXN00001162,CUST000207,2024-12-03 12:41:08,PROD0011,477.22,STORE010,MOBILE
TXN00001163,CUST000207,2024-08-31 00:01:59,PROD0085,56.38,STORE010,DEBIT
TXN00001164,CUST000208,2024-08-22 23:05:17,PROD0053,13.35,STORE005,CREDIT
TXN00001165,CUST000208,2024-10-24 04:17:39,PROD0095,220.85,STORE013,MOBILE
TXN00001166,CUST000209,2024-10-04 01:20:34,PROD0083,374.99,STORE020,MOBILE
TXN00001167,CUST000209,2024-08-02 19:04:19,PROD0091,271.28,STORE018,MOBILE
TXN00001168,CUST000209,2024-07-20 12:16:58,PROD0038,455.92,STORE015,CREDIT
TXN00001169,CUST000209,2024-10-29 17:57:54,PROD0006,321.47,STORE005,CREDIT
TXN00001170,CUST000209,2024-06-13 18:25:58,PROD0002,186.14,STORE009,DEBIT
TXN00001171,CUST000209,2024-11-09 02:21:12,PROD0055,401.91,STORE007,CREDIT
TXN00001172,CUST000209,2025-02-27 12:22:53,PROD0042,145.07,STORE012,MOBILE
TXN00001173,CUST000209,2025-04-03 13:09:32,PROD0032,444.34,STORE015,CASH
TXN00001174,CUST000209,2024-05-21 16:45:08,PROD0021,240.15,STORE007,MOBILE
TXN00001175,CUST000210,2024-09-25 12:02:20,PROD0012,330.34,STORE019,MOBILE
TXN00001176,CUST000210,2024-08-13 14:02:59,PROD0015,202.06,STORE018,DEBIT
TXN00001177,CUST000210,2024-05-25 21:23:12,PROD0007,176.15,STORE011,MOBILE
TXN00001178,CUST000210,2024-12-29 00:11:21,PROD0090,130.77,STORE015,CREDIT
TXN00001179,CUST000211,2024-09-23 01:26:51,PROD0084,336.5,STORE018,DEBIT
TXN00001180,CUST000211,2024-07-25 22:13:48,PROD0020,476.48,STORE014,CASH
TXN00001181,CUST000211,2025-03-05 08:48:20,PROD0078,62.28,STORE001,CREDIT
TXN00001182,CUST000211,2024-06-02 06:02:28,PROD0017,73.01,STORE016,MOBILE
TXN00001183,CUST000211,2024-12-04 19:05:50,PROD0027,220.3,STORE008,MOBILE
TXN00001184,CUST000211,2025-03-20 09:30:58,PROD0053,190.34,STORE007,DEBIT
TXN00001185,CUST000211,2024-09-05 05:17:49,PROD0096,147.57,STORE006,CREDIT
TXN00001186,CUST000211,2025-03-27 12:02:34,PROD0039,293.75,STORE016,CREDIT
TXN00001187,CUST000211,2024-05-18 14:34:58,PROD0043,379.49,STORE007,MOBILE
TXN00001188,CUST000211,2024-09-30 09:25:04,PROD0093,192.76,STORE002,CASH
TXN00001189,CUST000212,2024-05-27 19:05:53,PROD0070,147.77,STORE008,CREDIT
TXN00001190,CUST000212,2024-07-22 12:33:14,PROD0085,307.37,STORE002,CASH
TXN00001191,CUST000212,2024-12-23 07:05:00,PROD0056,431.46,STORE010,CASH
TXN00001192,CUST000212,2025-02-06 15:37:47,PROD0041,410.97,STORE002,CASH
TXN00001193,CUST000212,2024-05-11 21:20:12,PROD0024,408.72,STORE014,MOBILE
TXN00001194,CUST000212,2024-06-10 13:40:10,PROD0025,406.73,STORE010,CREDIT
TXN00001195,CUST000212,2025-02-18 02:52:18,PROD0032,362.79,STORE011,CREDIT
TXN00001196,CUST000212,2025-01-05 15:47:48,PROD0083,208.48,STORE012,DEBIT
TXN00001197,CUST000213,2024-08-04 06:41:41,PROD0028,257.67,STORE019,DEBIT
TXN00001198,CUST000213,2024-08-30 10:52:27,PROD0062,143.0,STORE002,DEBIT
TXN00001199,CUST000213,2024-10-31 20:21:07,PROD0017,183.28,STORE009,CREDIT
TXN00001200,CUST000213,2025-03-06 20:54:18,PROD0086,368.71,STORE020,DEBIT
TXN00001201,CUST000213,2024-11-12 04:51:30,PROD0046,383.97,STORE012,CREDIT
TXN00001202,CUST000213,2025-01-08 10:51:41,PROD0024,84.96,STORE010,DEBIT
TXN00001203,CUST000213,2025-02-19 19:39:41,PROD0091,100.03,STORE013,CREDIT
TXN00001204,CUST000213,2025-02-04 21:51:48,PROD0043,459.93,STORE007,MOBILE
TXN00001205,CUST000213,2025-01-01 22:53:01,PROD0081,75.49,STORE019,CASH
TXN00001206,CUST000214,2025-01-30 12:42:43,PROD0011,43.43,STORE020,DEBIT
TXN00001207,CUST000214,2024-10-03 04:51:00,PROD0022,230.93,STORE020,CASH
TXN00001208,CUST000214,2024-05-10 06:03:33,PROD0031,389.31,STORE008,CREDIT
TXN00001209,CUST000214,2024-10-12 12:07:41,PROD0016,456.58,STORE004,CASH
TXN00001210,CUST000214,2024-07-20 00:47:32,PROD0066,418.68,STORE011,CASH
TXN00001211,CUST000214,2024-11-02 05:03:22,PROD0080,457.46,STORE012,MOBILE
TXN00001212,CUST000214,2024-05-12 20:41:21,PROD0046,221.06,STORE008,CREDIT
TXN00001213,CUST000214,2024-05-31 06:28:03,PROD0054,418.59,STORE013,CASH
TXN00001214,CUST000215,2024-07-23 21:18:41,PROD0050,474.93,STORE006,CASH
TXN00001215,CUST000215,2025-04-24 08:18:53,PROD0076,312.23,STORE003,CREDIT
TXN00001216,CUST000215,2024-10-27 04:50:12,PROD0028,387.31,STORE001,MOBILE
TXN00001217,CUST000215,2024-06-01 10:05:16,PROD0059,258.34,STORE018,CREDIT
TXN00001218,CUST000215,2024-09-29 03:05:31,PROD0044,208.67,STORE003,CASH
TXN00001219,CUST000215,2025-04-26 13:04:07,PROD0100,230.6,STORE001,CREDIT
TXN00001220,CUST000215,2024-07-31 17:23:40,PROD0048,77.36,STORE013,CREDIT
TXN00001221,CUST000216,2025-04-26 17:17:27,PROD0065,392.23,STORE019,MOBILE
TXN00001222,CUST000216,2024-08-08 07:25:31,PROD0004,216.15,STORE019,CREDIT
TXN00001223,CUST000216,2025-03-31 15:18:52,PROD0053,104.77,STORE020,MOBILE
TXN00001224,CUST000216,2025-01-02 09:05:59,PROD0009,496.34,STORE011,CASH
TXN00001225,CUST000216,2025-02-14 12:14:25,PROD0080,277.5,STORE005,MOBILE
TXN00001226,CUST000216,2024-11-13 00:24:02,PROD0031,370.57,STORE017,DEBIT
TXN00001227,CUST000217,2025-01-31 17:31:23,PROD0015,267.46,STORE017,CREDIT
TXN00001228,CUST000217,2024-12-21 15:28:26,PROD0083,42.85,STORE009,MOBILE
TXN00001229,CUST000217,2025-01-09 20:55:33,PROD0014,460.71,STORE008,MOBILE
TXN00001230,CUST000217,2024-07-02 02:45:26,PROD0029,174.07,STORE006,CREDIT
TXN00001231,CUST000217,2025-02-18 04:56:59,PROD0096,141.9,STORE001,CASH
TXN00001232,CUST000217,2024-06-03 11:58:22,PROD0006,267.5,STORE013,MOBILE
TXN00001233,CUST000218,2025-01-23 14:23:28,PROD0013,446.27,STORE011,MOBILE
TXN00001234,CUST000218,2025-03-23 21:28:57,PROD0051,400.6,STORE016,MOBILE
TXN00001235,CUST000218,2024-08-29 04:54:57,PROD0025,280.67,STORE008,CASH
TXN00001236,CUST000218,2024-07-01 15:39:44,PROD0046,49.59,STORE018,MOBILE
TXN00001237,CUST000218,2024-07-23 19:29:31,PROD0092,339.63,STORE002,CREDIT
TXN00001238,CUST000218,2024-09-03 13:10:30,PROD0063,485.65,STORE007,DEBIT
TXN00001239,CUST000218,2025-03-01 01:03:18,PROD0032,329.87,STORE016,CASH
TXN00001240,CUST000218,2024-08-17 10:09:31,PROD0065,346.83,STORE018,CREDIT
TXN00001241,CUST000218,2024-05-10 06:31:20,PROD0050,116.53,STORE018,CASH
TXN00001242,CUST000219,2024-09-14 00:25:05,PROD0012,293.27,STORE003,MOBILE
TXN00001243,CUST000219,2025-02-21 03:11:35,PROD0095,262.03,STORE010,MOBILE
TXN00001244,CUST000219,2024-12-15 19:10:16,PROD0025,238.27,STORE005,CREDIT
TXN00001245,CUST000219,2024-10-10 15:30:58,PROD0037,241.42,STORE005,CREDIT
TXN00001246,CUST000219,2025-01-28 00:44:11,PROD0005,406.52,STORE003,CREDIT
TXN00001247,CUST000219,2024-07-20 19:10:19,PROD0054,441.49,STORE004,MOBILE
TXN00001248,CUST000219,2024-05-20 01:28:26,PROD0026,242.79,STORE019,CASH
TXN00001249,CUST000219,2024-11-11 03:24:54,PROD0074,473.68,STORE017,CREDIT
TXN00001250,CUST000219,2025-01-29 21:25:55,PROD0043,231.04,STORE018,CASH
TXN00001251,CUST000219,2024-10-26 12:34:54,PROD0048,479.05,STORE019,MOBILE
TXN00001252,CUST000220,2025-02-24 05:14:51,PROD0057,273.03,STORE013,CASH
TXN00001253,CUST000220,2025-04-18 02:15:56,PROD0057,155.7,STORE005,CASH
TXN00001254,CUST000220,2024-07-12 00:09:15,PROD0031,184.96,STORE014,CASH
TXN00001255,CUST000220,2024-10-05 16:06:21,PROD0075,284.44,STORE001,CREDIT
TXN00001256,CUST000220,2024-10-13 20:06:42,PROD0071,45.44,STORE016,MOBILE
TXN00001257,CUST000220,2024-08-22 02:01:19,PROD0007,403.43,STORE012,DEBIT
TXN00001258,CUST000220,2024-10-03 05:16:02,PROD0031,478.04,STORE015,CREDIT
TXN00001259,CUST000220,2025-02-09 15:18:45,PROD0002,286.1,STORE019,MOBILE
TXN00001260,CUST000220,2025-04-08 22:47:52,PROD0052,349.84,STORE017,DEBIT
TXN00001261,CUST000221,2024-08-13 04:43:23,PROD0038,46.79,STORE007,MOBILE
TXN00001262,CUST000221,2025-03-19 12:46:06,PROD0032,263.1,STORE009,CASH
TXN00001263,CUST000221,2025-03-10 10:26:32,PROD0100,115.43,STORE018,DEBIT
TXN00001264,CUST000221,2024-07-24 14:51:02,PROD0077,277.28,STORE017,MOBILE
TXN00001265,CUST000221,2024-07-31 11:09:24,PROD0081,41.18,STORE019,DEBIT
TXN00001266,CUST000221,2024-12-04 10:39:36,PROD0083,251.21,STORE002,CREDIT
TXN00001267,CUST000221,2025-01-08 20:46:24,PROD0062,315.89,STORE017,DEBIT
TXN00001268,CUST000221,2024-05-19 18:33:11,PROD0052,442.03,STORE013,CREDIT
TXN00001269,CUST000222,2024-07-10 08:19:40,PROD0076,330.43,STORE006,CASH
TXN00001270,CUST000222,2025-04-11 14:10:59,PROD0003,221.39,STORE009,DEBIT
TXN00001271,CUST000222,2025-02-09 02:45:55,PROD0048,418.46,STORE009,CASH
TXN00001272,CUST000222,2025-01-20 08:57:15,PROD0013,75.17,STORE008,CASH
TXN00001273,CUST000222,2025-05-09 04:38:35,PROD0100,78.58,STORE019,MOBILE
TXN00001274,CUST000222,2025-04-04 20:44:08,PROD0053,114.52,STORE001,CASH
TXN00001275,CUST000223,2024-11-08 21:52:57,PROD0031,22.49,STORE008,CASH
TXN00001276,CUST000224,2025-01-06 19:14:27,PROD0080,243.54,STORE002,MOBILE
TXN00001277,CUST000224,2024-06-03 18:02:43,PROD0081,437.07,STORE005,DEBIT
TXN00001278,CUST000224,2024-08-27 09:11:46,PROD0051,327.9,STORE017,MOBILE
TXN00001279,CUST000224,2024-11-20 21:35:09,PROD0027,188.27,STORE014,CREDIT
TXN00001280,CUST000224,2024-10-21 12:02:23,PROD0023,90.39,STORE010,MOBILE
TXN00001281,CUST000224,2024-07-06 22:30:31,PROD0096,66.16,STORE008,CASH
TXN00001282,CUST000224,2025-03-17 02:04:28,PROD0060,160.91,STORE009,DEBIT
TXN00001283,CUST000225,2024-06-10 00:06:06,PROD0050,411.58,STORE016,DEBIT
TXN00001284,CUST000226,2025-03-30 18:34:24,PROD0098,207.3,STORE012,CASH
TXN00001285,CUST000226,2025-01-01 15:38:17,PROD0022,114.56,STORE010,CREDIT
TXN00001286,CUST000226,2024-05-25 08:37:25,PROD0053,58.08,STORE009,DEBIT
TXN00001287,CUST000226,2025-04-23 23:02:53,PROD0063,303.25,STORE005,DEBIT
TXN00001288,CUST000227,2025-02-10 07:26:26,PROD0011,339.49,STORE004,MOBILE
TXN00001289,CUST000227,2025-02-24 18:02:35,PROD0077,61.72,STORE018,MOBILE
TXN00001290,CUST000227,2025-01-04 07:28:41,PROD0055,156.4,STORE018,CASH
TXN00001291,CUST000227,2024-07-18 23:30:56,PROD0042,318.34,STORE007,CREDIT
TXN00001292,CUST000227,2024-08-14 19:15:03,PROD0016,368.9,STORE005,DEBIT
TXN00001293,CUST000227,2025-02-04 22:09:14,PROD0092,428.37,STORE009,CASH
TXN00001294,CUST000227,2024-12-21 04:42:15,PROD0069,10.75,STORE007,DEBIT
TXN00001295,CUST000227,2024-12-12 10:25:15,PROD0039,134.19,STORE016,CASH
TXN00001296,CUST000227,2025-01-08 17:19:00,PROD0094,389.76,STORE012,DEBIT
TXN00001297,CUST000227,2024-07-04 08:57:04,PROD0011,346.08,STORE004,CASH
TXN00001298,CUST000228,2025-01-20 18:53:36,PROD0033,371.59,STORE009,DEBIT
TXN00001299,CUST000228,2024-11-13 15:55:36,PROD0091,300.9,STORE014,MOBILE
TXN00001300,CUST000228,2024-08-26 03:08:41,PROD0051,181.85,STORE007,MOBILE
TXN00001301,CUST000228,2024-07-22 04:05:15,PROD0010,223.12,STORE013,CREDIT
TXN00001302,CUST000228,2024-06-10 08:38:17,PROD0075,418.68,STORE005,CASH
TXN00001303,CUST000228,2024-11-18 18:44:13,PROD0020,106.94,STORE019,MOBILE
TXN00001304,CUST000228,2024-10-01 21:31:49,PROD0033,176.49,STORE012,MOBILE
TXN00001305,CUST000228,2024-10-19 18:40:50,PROD0057,461.72,STORE012,CASH
TXN00001306,CUST000228,2025-03-26 15:48:16,PROD0072,249.85,STORE010,CREDIT
TXN00001307,CUST000228,2024-10-06 15:36:19,PROD0039,162.48,STORE018,MOBILE
TXN00001308,CUST000229,2024-08-19 11:58:27,PROD0038,384.26,STORE009,MOBILE
TXN00001309,CUST000229,2024-11-01 03:57:01,PROD0091,381.93,STORE013,CASH
TXN00001310,CUST000229,2024-11-02 07:45:44,PROD0064,305.47,STORE005,CREDIT
TXN00001311,CUST000229,2024-05-31 23:39:21,PROD0085,65.63,STORE019,MOBILE
TXN00001312,CUST000229,2024-11-24 18:42:23,PROD0076,74.53,STORE006,CREDIT
TXN00001313,CUST000229,2024-09-24 14:40:31,PROD0035,438.02,STORE015,DEBIT
TXN00001314,CUST000229,2025-04-05 07:32:01,PROD0028,299.02,STORE016,DEBIT
TXN00001315,CUST000229,2025-01-28 13:00:43,PROD0048,242.1,STORE012,DEBIT
TXN00001316,CUST000230,2025-02-21 12:41:53,PROD0011,279.56,STORE007,MOBILE
TXN00001317,CUST000230,2024-11-16 13:58:02,PROD0060,443.83,STORE011,DEBIT
TXN00001318,CUST000230,2024-06-27 04:50:41,PROD0076,91.86,STORE010,DEBIT
TXN00001319,CUST000230,2025-02-23 03:23:03,PROD0020,372.5,STORE019,DEBIT
TXN00001320,CUST000231,2025-01-14 16:06:36,PROD0097,326.8,STORE016,MOBILE
TXN00001321,CUST000231,2024-07-08 06:12:35,PROD0056,493.2,STORE009,DEBIT
TXN00001322,CUST000231,2024-08-30 16:07:57,PROD0026,276.52,STORE010,CREDIT
TXN00001323,CUST000231,2025-02-14 14:53:19,PROD0038,421.77,STORE001,CASH
TXN00001324,CUST000231,2024-07-19 04:02:05,PROD0055,168.44,STORE018,CASH
TXN00001325,CUST000231,2025-05-09 14:33:55,PROD0034,272.01,STORE020,MOBILE
TXN00001326,CUST000232,2025-03-11 22:16:14,PROD0067,463.23,STORE020,DEBIT
TXN00001327,CUST000232,2024-08-05 12:44:55,PROD0050,152.43,STORE008,DEBIT
TXN00001328,CUST000233,2024-07-03 05:43:11,PROD0002,104.21,STORE012,CASH
TXN00001329,CUST000233,2024-07-20 20:55:49,PROD0076,384.87,STORE017,CASH
TXN00001330,CUST000233,2024-11-01 11:31:40,PROD0092,270.69,STORE001,CREDIT
TXN00001331,CUST000234,2025-02-28 16:36:39,PROD0063,448.54,STORE018,CASH
TXN00001332,CUST000234,2024-12-09 04:45:35,PROD0081,482.89,STORE001,CREDIT
TXN00001333,CUST000234,2025-03-23 09:15:32,PROD0006,340.59,STORE008,CASH
TXN00001334,CUST000234,2025-03-24 10:35:16,PROD0068,19.26,STORE020,CASH
TXN00001335,CUST000234,2024-12-18 21:45:14,PROD0087,147.71,STORE008,MOBILE
TXN00001336,CUST000235,2025-03-29 20:33:22,PROD0030,454.76,STORE011,DEBIT
TXN00001337,CUST000235,2025-03-25 04:08:55,PROD0005,457.21,STORE012,CASH
TXN00001338,CUST000235,2024-05-27 17:28:27,PROD0100,120.46,STORE011,CASH
TXN00001339,CUST000235,2024-07-05 12:07:19,PROD0046,397.76,STORE013,CREDIT
TXN00001340,CUST000236,2025-03-07 10:18:20,PROD0034,449.59,STORE018,CREDIT
TXN00001341,CUST000236,2024-10-05 17:30:27,PROD0011,453.88,STORE003,MOBILE
TXN00001342,CUST000236,2024-07-30 03:06:55,PROD0047,128.93,STORE011,MOBILE
TXN00001343,CUST000236,2024-08-31 19:35:21,PROD0029,178.28,STORE019,CASH
TXN00001344,CUST000237,2025-02-12 02:00:37,PROD0064,37.87,STORE003,DEBIT
TXN00001345,CUST000238,2025-04-28 14:28:26,PROD0076,103.15,STORE003,CREDIT
TXN00001346,CUST000239,2024-08-19 17:34:54,PROD0035,283.4,STORE009,MOBILE
TXN00001347,CUST000239,2025-04-08 09:35:29,PROD0025,156.11,STORE017,DEBIT
TXN00001348,CUST000239,2025-01-30 01:05:38,PROD0067,267.37,STORE008,MOBILE
TXN00001349,CUST000239,2025-02-25 01:43:33,PROD0011,109.81,STORE020,CASH
TXN00001350,CUST000239,2024-12-23 18:26:11,PROD0023,411.91,STORE001,CREDIT
TXN00001351,CUST000239,2024-12-05 22:12:49,PROD0067,39.69,STORE001,CREDIT
TXN00001352,CUST000240,2025-01-20 04:13:05,PROD0029,115.39,STORE002,MOBILE
TXN00001353,CUST000240,2024-06-28 08:56:57,PROD0040,457.3,STORE009,MOBILE
TXN00001354,CUST000240,2024-06-02 05:06:53,PROD0058,229.18,STORE007,CASH
TXN00001355,CUST000240,2024-06-10 05:39:50,PROD0044,237.36,STORE016,CASH
TXN00001356,CUST000240,2024-11-18 16:53:03,PROD0073,123.28,STORE014,MOBILE
TXN00001357,CUST000240,2025-01-20 16:40:11,PROD0071,267.16,STORE010,MOBILE
TXN00001358,CUST000240,2024-12-22 19:39:42,PROD0085,215.3,STORE018,DEBIT
TXN00001359,CUST000240,2024-10-04 00:19:06,PROD0031,264.13,STORE014,CREDIT
TXN00001360,CUST000240,2024-09-21 10:46:56,PROD0070,125.73,STORE005,DEBIT
TXN00001361,CUST000241,2024-08-10 07:10:01,PROD0065,257.08,STORE014,CASH
TXN00001362,CUST000241,2025-01-24 16:38:55,PROD0001,267.76,STORE009,DEBIT
TXN00001363,CUST000241,2024-12-26 21:46:50,PROD0083,457.98,STORE013,CREDIT
TXN00001364,CUST000241,2025-02-18 12:03:33,PROD0048,385.8,STORE017,DEBIT
TXN00001365,CUST000241,2025-03-11 21:21:38,PROD0019,122.76,STORE007,MOBILE
TXN00001366,CUST000241,2024-11-13 14:59:35,PROD0013,456.05,STORE012,MOBILE
TXN00001367,CUST000241,2024-07-28 10:26:29,PROD0041,119.12,STORE002,DEBIT
TXN00001368,CUST000241,2024-06-19 03:36:29,PROD0026,441.86,STORE010,MOBILE
TXN00001369,CUST000241,2024-10-14 09:24:50,PROD0040,449.47,STORE017,CREDIT
TXN00001370,CUST000242,2024-08-05 15:28:19,PROD0073,335.85,STORE015,MOBILE
TXN00001371,CUST000242,2024-07-29 03:30:16,PROD0090,36.73,STORE001,CASH
TXN00001372,CUST000242,2024-06-17 23:11:11,PROD0057,309.28,STORE010,MOBILE
TXN00001373,CUST000243,2024-12-05 15:08:29,PROD0060,250.45,STORE007,DEBIT
TXN00001374,CUST000243,2025-02-26 15:19:26,PROD0091,160.12,STORE020,CASH
TXN00001375,CUST000243,2024-06-17 08:19:39,PROD0061,13.68,STORE015,DEBIT
TXN00001376,CUST000243,2025-03-11 11:44:02,PROD0040,391.98,STORE020,DEBIT
TXN00001377,CUST000244,2025-01-28 00:10:23,PROD0056,418.5,STORE008,DEBIT
TXN00001378,CUST000244,2024-09-07 12:44:44,PROD0056,198.17,STORE003,CASH
TXN00001379,CUST000245,2024-12-03 10:53:34,PROD0005,39.92,STORE018,CREDIT
TXN00001380,CUST000245,2024-07-25 22:24:10,PROD0069,322.9,STORE006,CREDIT
TXN00001381,CUST000245,2025-01-21 07:24:11,PROD0002,468.4,STORE012,MOBILE
TXN00001382,CUST000245,2025-03-09 18:58:49,PROD0085,482.0,STORE004,DEBIT
TXN00001383,CUST000245,2025-04-04 04:35:45,PROD0072,235.34,STORE006,CREDIT
TXN00001384,CUST000245,2025-02-03 22:35:16,PROD0100,267.04,STORE017,MOBILE
TXN00001385,CUST000245,2025-04-08 13:38:38,PROD0072,62.16,STORE012,MOBILE
TXN00001386,CUST000246,2025-02-23 08:29:35,PROD0056,367.58,STORE005,MOBILE
TXN00001387,CUST000246,2024-10-16 13:46:43,PROD0079,401.21,STORE009,CREDIT
TXN00001388,CUST000246,2025-01-28 01:21:43,PROD0094,297.45,STORE011,CASH
TXN00001389,CUST000247,2024-08-09 19:34:44,PROD0008,231.3,STORE020,DEBIT
TXN00001390,CUST000247,2024-09-13 11:10:55,PROD0043,226.52,STORE015,CREDIT
TXN00001391,CUST000247,2024-09-20 04:15:19,PROD0084,335.76,STORE016,DEBIT
TXN00001392,CUST000247,2025-05-05 12:24:04,PROD0052,349.55,STORE017,CASH
TXN00001393,CUST000247,2025-03-27 14:04:12,PROD0003,330.23,STORE019,DEBIT
TXN00001394,CUST000247,2024-11-16 17:13:49,PROD0090,375.83,STORE007,CASH
TXN00001395,CUST000247,2024-12-31 18:55:29,PROD0027,415.14,STORE009,DEBIT
TXN00001396,CUST000247,2024-10-21 15:57:30,PROD0042,323.18,STORE019,MOBILE
TXN00001397,CUST000247,2025-03-13 18:13:22,PROD0026,463.34,STORE014,DEBIT
TXN00001398,CUST000247,2024-10-22 16:40:47,PROD0010,394.58,STORE004,DEBIT
TXN00001399,CUST000248,2024-08-11 12:54:55,PROD0029,257.07,STORE011,DEBIT
